text,category
தமிழ் நாட்டுக்கு முக்கியமான ஒரு. ஒரு விழிப்புணர்வு இருக்கும். அதுவும் பெண்கள் மத்தியில் இது ரொம்ப ரொம்ப விழிப்புணர்வு கொண்டு வந்து தரும் இந்த மூவி அதுவரை வசனங்கள் புல்லா அப்படித்தான் இருக்கு  அது லாமா தமிழ்நாட்டில் அதிகமாக நாடக காதல் எல்லாம் அதிகமா இருக்கு அதாவது ரியல் லைஃப்ல நடக்கிறதே தெரியல கொண்ட நகரங்கள் அனைவரும் இந்த படத்தை அது முக்கியமா பெண்கள் கட்டாயம்,Mixed_feelings
Sema movie.. yethana murai vendumanaalum pakalam.,Positive
Yappa thaanda movie release pannuvinga iam waiting,Mixed_feelings
Trailer kidu appo padam kandechu varaam   THALA,Positive
Deiiiiiiiii siriche stomach ah valikkuthu da mudila  athulaiyum 2:01 chance ah illa,Positive
Odatha padathuku ethukyda ivlo build up? Inga saathi support pandra thaayoligal oruthan kuda theater ku pomatan  Pollachi case la matunavan ena dalit ah? Mudinja avanugala vetungada pakalam potta saathi veri thaaiyoligala ilana podavaya katindu orama ukarungo,Mixed_feelings
Intha movie ku kandipa aatharavu tharanum.thairiyama nadicha ellarukum ennoda vaalthukal.intha movie director vaalga,Positive
@0.38 it's SuperStar Rajini not Rajni... Spelling mistake !!,Positive
Sambavam sambavam nu solluvangale adhu indha pongalukku sirappa irukka pogudhu,Positive
Shankar sir avenger trailer patha pola irukku Hollywood rangekku irukku superoooo super sir varthaye Illa Vera Level sir,Positive
Ayyyayooooooooooo THALAIVAAAAAAAAA Otha SEMMMMAAAA SLANG THALAIVAAAAAA,Mixed_feelings
Prabhu deva fan like  Prabhu deva dance fan like,unknown_state
Ayayo bigil aprm release panratha idea iruka lokesh gaaru 🤒🤒,Negative
Ngk kku tamil nadu la mat tume 1000 crore vasool seyyum,Positive
Naa paathuten da.. 40th view da... Oooooo.. Vera level,Positive
"எதார்த்தமா இந்த ட்ரைலரை பார்த்துட்டு, மனைவிக்கு இல்ல காதலிக்கு இல்ல தோழிக்கு ஷேர் பண்ண கை பர பர ன்னு சொல்லுறவங்க மட்டும் லைக் பண்ணுங்க இங்க!",unknown_state
அண்ணா மோகன் ஜி அவர்களுக்கு எனது மனமார்ந்த வாழ்த்துக்கள்,Positive
Inimae evanavadhu Superstar nu sonneenga.... (Kolai veriyila otukken..  Oodidunga)...,Negative
Seri seri Bollywood seekram vandhu south kitta 3 trip vaangi kudinga🤣,Negative
Super  hot  tttttttt?   Thake,unknown_state
viswasam ula manithan ku viswasam katuvom,Mixed_feelings
Athu epdi da car glass ah odacha car parakuthu 🤔... Ithalam eppo tha Indian cinema la marumo,Negative
Dae ne la thirunthave maatiya padam nadikurana padam intha lachanathula evuru iron man voice panrara thu .,Negative
ellaa cinemayudeyum copythaaaa.  s3........sudha bore,Negative
முத்தரையர் மக்களின் சார்பாக படம் வெற்றி பெற வாழ்த்துகிறேன்...ஒவ்வெரு வசனமும் அருமையான கருத்து,Mixed_feelings
Remake a pattaiya kilaputhu semma waiting ...,Positive
"THE NAME YOU KNOW ,      THE FACE YOU DON'T",Positive
"Saavratha irunthalum sanda potu saavanum sir, bayanthu kalla vilunthu saava koodathu...",Positive
1:40 manorama chanel india vision reporter,unknown_state
trialer looks like old movies shit,Negative
Thalaivar look kaaga like.. Evlo young ah irukaru pa,Positive
Enga veetla appo appo padam theatre la paatha odgaippaanga so naan next year 2.0 and bahubali mattum dhaan theatre la paapaen. Idhu tamil rockers la dhaan paakanum :( :( :(,Mixed_feelings
Arjun malayalam  movie marakkar katta waiting,unknown_state
Sema sir Kamal+ Vikram sema combo,Positive
Indha padam teaser eh romba jolly ah irruku.sikkiram release pannunga,Mixed_feelings
Go mm ala selva neee vera level ya a,Positive
2nd fastest 100k likes next to rajini....DOLA FANs seruppadiiiiiiiii,Mixed_feelings
H Vinoth Vera level   Nirav Shah,Positive
92k likes in 26 mins Power of Thala bloods,unknown_state
idhu Hindi movie PINK oda remake pa. adhula amitab bachan and tapssee act pannirupanga,Mixed_feelings
MARANA MASS TRAILER BY THALA SOORIYA PUGAZH KEM,Positive
மனித இனம் சார்பாக வெற்றி பெற வாழ்த்துக்கள்,Positive
Luv u Karthik  real fan made film,Positive
Inga ettana padam vandhalum Inga edhayum maata mudiyaladu..epdiyum one monthkulaa ellatayum marandhuruvaanga...              Greetings.... For your try,unknown_state
Ivana othu thaldrathukagave trend aakiranga pola iruku,Mixed_feelings
நல்ல மனிதரான ரஜினியை கிண்டல் பண்றிங்களா டா படம் கண்டிப்பா ஓடாது,Negative
Short flim ha full movie eduthurukanga,unknown_state
Pls guys make it 1m likes....,Positive
அப்படி ஒரு ரகசிய அடி குடுக்கணும்,Positive
pangaaligala intha vegam paththaathu innum vegama likes ah therika vidunka,Positive
semaya irukku really proud to  i am vj fan,Positive
Oru appanuku poranthavana iruntha rajini 1996 arasiyal ku varanu sonna aatharatha kaatunga da_____ pasangala,Positive
இது போல் இன்னும் அதிக திரைப்படங்கள் வர வேண்டும்,unknown_state
Looks like big budget version of 'Postman on Zee5',unknown_state
Thala fan morning kulla 100 k varanum,unknown_state
i have never seen this type of teaser  views 20k but likes 60k Autolikes,unknown_state
மிஷ்கின் ஆன மட்டும் தான் இந்த மாதிரி படம் எடுக்க முடியும்!,Negative
கவுடா இனம் சார்பாக படம் வெற்றியடைய வாழ்த்துக்கள்,Positive
Super thalaiva.indha dhadava Pongal Marana mass .visvasam kusuvasama ayidum,Positive
Entha oru miga periya visiyama irunthalum  Athu aani verula inthu aarambikkanum,Positive
Thalaivara vanga vanga  kola mass irukku... Mor(10.00) mani showkku kandippa unka tharasinam tha...,Positive
Vanda rajavada varuve rajavukk kodikanakaana fans     #str,unknown_state
Epdi ilayaraja beethoven' für Elise ah poda othukitaru.. bayangarama mood set pannirukaru,Positive
inadha azhak eppadi sir maintain pannire,Positive
Yaar pannalum thappu than..idula saathi.lam aparam than..pollachi issue pannavanga yaru...first ponnuku ava thirumatha pathi mudivu edukara urimaiya avakitta kodunga...unga saathi verikku ipadi yellarum thappa katti..saathi veri.ya thundathinga...Thalith.nu varum pothu mattum yeppadi matra jathi onnu serringa.nu puriyala..,Mixed_feelings
Sk veriyans like podunga...  Trending #1 power of SK,Positive
Enna da comments la orey jaathi veriya suthittu irukkuthunga,Negative
தர்மபுரி வன்னியர் சார்பாக வாழ்த்துக்கள் படம் வெள்ளிவிழா  காணவேண்டும்,unknown_state
Simbu na semma...luv u simbhu anna...,Positive
ஒரு நல்ல திரைப்படம் பார்க்க போகிறேன் என்று நினைக்கிறேன்,Positive
Yae ennada trailerla opening bgm   Ratchasan Movie bgm potrukinga dei🤔🤔,Negative
நதிகளை இணைக்கனும்னு ரஜினி சொன்னா அது பிஜேபி வாய்ஸ் னு கதறுவனுங்க..  அது சாத்தியமில்லை னு சொல்லுவான் எனா அது சாத்தியம் ஆச்சினா அவனுங்க பொழப்பு அவ்ளதான் ஆனால் மே மாசம் காவேரி னு கதறுவான்க இந்த முறை எலெக்ஷன் ல  பிஸி போல..  ரஜினி நதி இணைக்கணும்னு பல வருசமா சொல்லறாரு நியாயமா அதை appriciate பண்ணனும் ஆனால் பண்ணமா அது பிஜேபி வாய்ஸ் னு புதுசா கூவுவானுங்க..  பிச்சைகாரா அரசியல் நாய்கள்,Negative
மற்ற சமூகத்தில் யாரும் எந்த பெண்களையும் ஏமாற்ற வில்லையா குறிப்பிட்ட சமூகத்தை மட்டும் குறிப்பிட்டு எடுப்பதற்கான காரணம் என்ன தவறு அனைத்து சமூக இளைஞர்களும் செய்கின்றனர் ஏதோ இவர்கள் எல்லாம் ஒன்றும் தெரியாத குழைந்தகள் போலவும் குறிப்பிட்ட சமூகம் மட்டும்தான் தவறு செய்வது போலவும் ஒரு பிம்பத்தை ஏற்படுத்துகின்றனர் உண்மையாக காதலித்து திருமணம் செய்து கொண்டாலும் ஆணவகொலை செய்து வாழ விடாமல்  உங்கள் ஜாதி வெறியை தீர்த்து கொள்கின்றனர் நீங்கள் சொல்லும் குறிப்பிட்ட சமூகத்தில் உண்மையாக காதலித்து திருமணம் செய்து கொண்டு வாழத்தான் செய்கின்றனர் மற்ற சமூகத்தில் நாடக காதல் செய்யவில்லையா இங்கு காதலிப்பது பிரச்சனையா இல்லை அவர்கள் உங்கள் பெண்களை காதலிப்பது பிரச்சனையா,unknown_state
Vera level trailer #Draupathi  Engha ooru #VILLUPURAM Guys like pottutu ponghaa,unknown_state
enada pandey news ah vittutu cinema la nadikuran,Positive
Mogan g royal sir ungaloda movie inum venum,Positive
"elaam mariduchi, Indha kuruvi jump mattum marala :(",Positive
Where is Jayalalitha? Vijayku ellam innum yaaru da padam kudkurathu?,unknown_state
Superb no reksha ithu pwolikkum katta waiting,Mixed_feelings
Rasool oru velai kaliyuga karnana trailer full ah sooriya oli paduthu...notice pannunga therium,Positive
Savithri ya kanu munadi keerthy kondu vanthanga  But this one Literally hating it,Negative
#1 on trending in youtube... Thalaivaaaa....,Positive
Vera lvl get up semma vikram anna super trailer,Positive
Super Hit Trailer Love From pakistan Chiyaan Vikram Sir FanS Hit Like Here,Positive
சமூகத்தின் பிரச்சனையை தோலுரித்து காட்டிய ட்ரைலெர். அல்டிமேட் மாஸ்.,Positive
Thala fans trending no 1 kondu vanga,Positive
Sir pls postpone robo 2.0 movie,Positive
கார்ட்டூன் மாதிரி இருக்குனு சொல்லுங்க.ஒத்துக்கலாம்....ஆனா அம்மா மாதிரி இல்லையேனு கேக்காதீங்க... அப்படியே வேணுன்னா அம்மாதான் வந்து நடிக்கணும்,Positive
U1 music semma soluranga oru like podunga,unknown_state
jayam ravi sir oda other getups paaka wait pandravanga like podunga !!... comali 2 venum nu soldravanga,unknown_state
Ngk teaser alavukku ella but nic,Mixed_feelings
Trending no1 namba matum thaan Like and view ah therika vidunga Thala bloods neraiyah neriyah neraiyah neraiyah..,Positive
#vantha  rajavaathan varuven   #str,unknown_state
Thala Da Eppavuma mass Da,Positive
இந்த டிரைலரே  இவ்வளவு  Fun இருக்கேபடம் பார்த்தாஎவ்வளவு Fun boost இருக்கும்🤣 ..,Positive
திரௌபதி நாடகக் காதலின் உயிர் காவியம் திரைப்படம் வெற்றி விழா காண வாழ்த்துக்கள் திருமங்கலம் தொகுதி அகமுடையார் சார்பாக வெற்றி வாழ்த்துக்கள்,Mixed_feelings
Thalaivaaaaaa. . . . Ne matum than nadigan ne matum than super star..,Mixed_feelings
"I'm Thalapathy Fan, But Ajith sir Thani gethu dhan , Masssss, apt ana name ULTIMATE STAR",Mixed_feelings
I didnt like it... Its like cartoon movie,Negative
Niraiya niraiya niraiya niraiya niraiya time pathavanga mattum like pannunga by Thala fan TK,Positive
Evar mugatha pathe shock avararu yogibabu than friendunu eppadi kandupuduchi eruparu,unknown_state
Vera level Thala  ultimate star,Positive
"Silambarasan, Arvind Swamy,  Arun Vijay, Vijay Sethupathi Super Roles",Positive
"Unkooda irukaradhu sandhosamngaradha Vida, nee thaan ennoda sandhosamaave irukka",Mixed_feelings
Ethana thadava pathalum first time paakara mathiriye irukku bha...,Positive
KS Ravikumar sir getup sema adi thool,Positive
கண்டிப்பாக படம் வெளியான பின்   புரட்ச்சி படம் எடுக்குறேன் புண்ணாக்கு படம் எடுக்குறேன் னு சொல்லும் நாய்களுக்கு செருப்படியாக இருக்கும்,unknown_state
Aiyoo Valimai epdi irukeh pogudho,Positive
Thalaiva ni vera level en theivamayyy en uyire surya anna love u Aanna.....,Positive
இந்த வேறுபாடுகள் தவிர்த்து அனைத்து சமுதாய மக்களும் வாழ்க்கையில் முன்னேற பாடுபடுவோம்,Positive
முத்தரையர் சமூகம் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்..,Positive
wow wow wow thala thala dan,Positive
Yogi babu 9kettab vera level thaliva,Positive
என்ன டா first வரது vodafone மியூசிக் மாறி இருக்கு,Positive
Vera level la eruku Trailer..,Positive
திருமா கிச்சா வன்னி அரசு எவிடன்ஸ் கதிரு ராஞ்சித் இவங்கெ எல்லாம் எங்க போனாங்கெ இத பாத்துட்டு   தூக்கு போட்டு செத்துட்டாங்கெலா,Negative
Yov yaaru ya athu kadaisila Duplicate rajini aaduthu..Kizhatu kosu thollai Thanga mudiyala..,Negative
இன்று வந்தவர்கள் பல இங்க எவனும் இல்ல எங்க #தல'க்கு நிகர் இல்ல #VivegamTrailer,Positive
உண்மைய உலகுக்கு உரக்க சொல்வோம் நன்றி அண்ணா,Positive
Ingaiyum comment aah paakka vantha vanga hit like,Positive
boss sattai 3 mari iruku trailer,Positive
ennada ethu indha karumatha than randu varusama eduthutu erunthayada siva,Negative
Comments ku like vaanga comment pottavanga like podunga,unknown_state
JAY RAM RAVI BEST ACTOR IN INDIA  ANY RXTRA movie N amazing,Positive
Chitti vs chittu kuruvi story 🤣,Positive
Ithil njn mathramano Ghajini scene kandath,unknown_state
Oru periya nadigarukku indha padam set Aagadhu.. I think vera ?,Mixed_feelings
Adeg gappa bayagaramala iruku superr,Positive
Sema last line than marama masss,Positive
SINGAM SURIYA unnodiya nadippukku idukkodukka yarum இல்லை தலைவா,Positive
JIthu Jilladi Mitta Milladi Mama Dove Adikum Kalaru Kannadi... thaaaaaaaaaaa VERA LEVEL.....,Positive
Dhanush Anna va thetre la pakka yaarlaam waiting......,Positive
"Trailer yethipartha mathiri illa ,aana mishkin movie kandippa supper a irukkum.",Positive
69 vayasula avaroda stylea parrungada we love u thalaiva,Positive
தலைவர் ரஜினிய ஊம்பனா தான் பொழைக்க முடியும் போல.. பொட்ட பசங்களா,Negative
Kannadiga and tamizhans like here,Positive
Thalaivara vachu senjutanga .... theater la poi pakkanum nu yosikka vacha trailer,Positive
Action paathaa veeram 2 maari irukku,Negative
Aavi mindvoice : Ennada panni vechrukeenga,unknown_state
"mirattal , vera level trailer , love it ....",Positive
Viswasam Trailer Pathutu Vanthavanga Like Podunga!!...,unknown_state
Ending dialogue vera level semma thala pinnetinga,Positive
"இப்படம் வெற்றி அடைய எந்த வித ஜாதி, மதம் அற்ற ஒரு இந்தியனின் சார்பாக, ஒரு தமிழனின் சார்பாக, ஒரு மனிதனின் சார்பாக   வாழ்த்துக்கள்",Positive
ஓட்டுக்கு காசு வாங்கிட்டோம் எப்படி தட்டிக் கேட்பது  தலைகுனிந்து வாழ்ந்தே பழகிட்டோம் எப்படி தட்டிக் கேட்பது,unknown_state
இது போன்ற படங்கள் அதிகம் வர வேண்டும்,Positive
Surya surya surya surya surya surya annanaaa,unknown_state
Music mattum enaku eager ah iruku,Mixed_feelings
maSs endraal ithallavaa mass thalaivaa vaa thalaivaa vaa thalaivaa,Positive
Venniradai moorthy ya yaaru nadikura padathula??,unknown_state
I am STR ßlood .......nkp vera level....thala mass,Positive
Record pannirle appadi pannirlane sonna mattu pattathe adhe senje kattuvom for our Thalaivar Suriya pls guys ippadiye poona namakke pinnadi vanthave yella 1M likes eh asult ah adhichitte poirevanungge,Positive
"அகமுடையார்களின் (சேர்வை) சார்பில் படக்குழுவிற்கு வாழ்த்துக்கள், படம் வெள்ளி விழா காண்பது உறுதி, அரசியல் கட்சிகள் ஓட்டு அரசியலுக்காக சமூக நீதி என்ற பெயரில்  நாடக காதல் நாய்களை வளர்த்துவிடுகின்றன , இப்படம் அவர்களுக்கு செருப்படி",Negative
see #.7 to .12 yaru da ivan kabali da...kaala...ipo kaali ya...kaali dhan empty,Positive
Thala evanaium kandukaadha thala unaku naanga irukom nee vaaa thala,Positive
Evanuga vera likes gaka solluvanga  Vjs fans   hit like Padam blockbuster solldravangalam like pannuga  Makkal selvan VIJAY SETHUPATHI,unknown_state
Full movie hd Hindi update bro,unknown_state
Vijay fans manasatachi illaima dislike panatinga,Negative
திருமாவளவனின் மோசமான கேவலமான பேச்சி  இதே போல  இந்த படத்தில் எந்த வாரத்தை உம் இல்லை... படம் வெற்றி பெற வாழ்த்துக்கள்..,unknown_state
Ulaga sarithira nayagan DHANUSH rasikan da,Mixed_feelings
Rocking teaser.. Varalavarla vaa varalava bairavaa...,Positive
thala da vara Evan da,Positive
No means no entha dialogue thalaya thavara yaru sonna nallairukumnu tharayala,Positive
bravo...enaku ena sollanea theriyala.....Ajith: coffee Sollunga...Semma counter la...,Positive
Nalladha ...sonnallo...illa senjaallo .....naksal nu dhan solluranga pa.,Negative
200 cr club Kandippa join pannum,Positive
Orea padam than total tamilnadum intha kuruma groupaala epdi pathichiruku...ipo katharunga da,Positive
Trailer super... Padam'mu super ah irukkanum,Positive
Sema sema sema Maasu,Positive
Mokkakola pasi paavam ethachu kudunga sethura poran,Negative
Sk padama illa action king padama nu therila,Positive
Innume 1 million like varalla  hahh  fans  Power avalave Thana ..mokka vai savdal poda vidda potham,Negative
Etho diwali ku release kelvipatten  But october release nu potruku,unknown_state
Innum neraiya neraiya neraiya neraiya neraiya neraiya neraiya cmt and views,Positive
Mega Akash intha padamaavathu release pannunga daa,unknown_state
views update aagirichchi da....ippo line ah vandhu mandi podunga seththu pona kelavan fans galaa!!! XP,Negative
Thalaivaaaa mudila Shankar sir ena ethu a,Positive
10 varusham ulla irunthen nu mattum thana sir theriyum..... 10 varushathukku munnadi enna pannittu irunthen nu theriyathulla ......,unknown_state
"oru semmayaana,, dharamaana,, semma maasaana,, pakk entertainment namakku kaatthirukku.  mani sir mani sir dhan.. next level. ivlo big stras vachi ipdi padam panradhu romba kastam.",Positive
Yennappaa yeppa paathaalum ore maathiriyaa a padam yeduthu wekiringa,Negative
namma malar teacherukkagavum selavaragavan ukkagavume nambi padam paakalam !!!,Positive
50K Dislikes Karanam Echapathy Vijai Fans nu Clear ah Theriudhu Dai Thumaingala Edhanda Ungalukum Thala Fans kum Ulla Different Vayutheruchal Pudicha Potta Pasanga Sottapathy Fans,Negative
தூத்துக்குடி மாவட்டம்  விஸ்வகர்மா (ஆச்சாரி) சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்.,Positive
pondaati kolanthakutti sentiment kintiment irunthaaa apdiyeee oodi poidu... pettta paraaakkk.. purunjuthaaaa,Positive
Amma saapta idli ye nerla vantha maari iruku!,Positive
Lagta hai full movie hi dikha diya... Good bt not so good,Positive
I m Waiting Thalaiva...... Pongalukku Theatre Porom.... Thomsam panrom... Ne Kalakku... Rajini Uncle....,Positive
பழிவாங்கனும்னா எங்கள தொடுங்கடா (ஆம்பளயா இருந்தா) எங்க வீட்டு பெண்கள தொடங்கீதங்கடா .....,unknown_state
Dislikes panravaga lam naadaga kaadhal kumbals....,Negative
"Vijay Sethupahi,  Ravi Kishan,  Asutosh Rana",unknown_state
Vikram Fan's Anna unga Movie ku Waiting,Positive
morning 500k views erukanum friends Thala hard work never fails,Mixed_feelings
Hit adicha oru karappan kooda thappikkathu,unknown_state
எத்தனை பெரியார் வந்தாலும் தமிழ்நாடு மக்கள் திருந்த மாட்டார்கள்..... பகுத்தறிவு \rஇல்லாத\r மக்கள்,Negative
Pah pah.... Super star +anirudh bgm +sethupathi acting = semma movie block buster,Positive
Ha ha verithanam thalaivaaaaa verithanamaaana w8ing.....,Positive
15M views varumnu solravanga like pannunga,unknown_state
Padipa mattum eduthukida mudiyathu.. Vera Level dialogue.. Nadipula Dhanush than asuran..,Positive
wowwwwwww...... thalaivaaaa ur alwayyyy Massssssss... love u sooo much...  realy awesom...,Positive
Thalaivan kavin nanban Pradeep ku vazhlthukal,Positive
"சாதிகள் இல்லையடி பாப்பா, சாதிச்சலுகை மட்டும் வேண்டுமடி பாப்பா...",Positive
Adai ranjith pathutu sethutia ella uiroda erukia sollitu poda adaii,Negative
Varlam varlam va varlam va Thalaiva,Positive
Gotha dislike panna pundaiyellam pannada badatha irukkum,Negative
Movie name server a nenga sadha server a ila hotel server,Mixed_feelings
Vandhutan vandhutan vandhutan just 31 days  Waiting ae veriyagudhe thalaivaK,Positive
Theri 2 eppo varuveeeeeee..... I AM WAITINGGGGGG.......,Positive
Thalaivar arasiyal varenu sonnathu 2017 la..movie publicity kaga thalaivar name use panathinga sombangala.. Avaru name vanthanalatha neraya per trailereh pathrukanga.. Ajith vijay fans ah irunthakude ellaru kullayum oru rajini fan irupan da..,unknown_state
Vera Vera level top takar thala,Positive
Give one like to rajnikanth fans,Positive
Vera vera vera level thala top takker,Positive
சிவகங்கை கோனார் சமுதாயம் சார்பாக இந்த திரைப்படத்தை குடும்பத்துடன் சென்று பார்க்க வேண்டுகோள் வைக்கிறேன்.,Positive
Entha music  atikati ketta mathire erukku  entha  fillm,Mixed_feelings
லைக் போட்டவன். எல்லாம் வேசி மகனாக இருப்பானுக போல,unknown_state
Wish panrathula kuda jaathiya..Jaathiye vendanu tha intha maari padam edukaranga .  Ana Inga paatha wish panravan poora aalukoru jaathiya sollitu pora... Nanbargal ellarum nalla enathula tha wish panringa... Irunthalum jaathi per podrathu avvalavu sariya illa.. etho Oru vithathula thappatha irukku...,Mixed_feelings
never ever give up..... 100k likes in just 30 minutes..,Positive
பொண்ணுக்கும் பொன்னுக்கும் நாம காவல் இருக்க வேண்டும் இல்லனா சில கிழ்தனமான நாய்ங்க துறந்த வாசல்ல நாய் நுழையுற‌ மாறி உள்ள நுழையும்        இப்படிக்கு.  சத்ரியன் துரியோதனன்,Mixed_feelings
naa yarunu yeppume naa mudivu panrudhille yen yedhure erukuvendha moodive pannuvam..,Positive
தேவாங்கர் மகா ஜன சபை  சார்பாக இப்படம் வெற்றி பெற வாழ்த்துக்கள்!! எங்கள் சமூகம் இது போன்ற நாடக காதலால் நாசம் அடைந்துள்ளது!! நன்றி வினோத் ஜி!! இந்த திரைப்படத்தை திண்டுக்கல் மாவட்டம் முழுவதும் உள்ள தேவாங்க செட்டியார்  சமூக மக்களை  கண்டிப்பாக பார்க்க வைப்பது எங்கள் பொறுப்பு!!,Mixed_feelings
"“Centiments irundha appidiye odi poidu, kola gandula iruken mavane kollam uda maten”. Visvasam padatha than solraru",Negative
Big answer to sahoo from tamil Chiyaan uyir,Positive
Love you simbu and Arun Vijay,Positive
"இதே கோவத்தை, பொள்ளாச்சி பசங்க மேல காட்டுல நாடக காதல் என்று.",unknown_state
Full story ah trailer la ye sollitinga na..padathuku evan varuvan,Positive
Thala Vera level... Luv u thala...,Positive
வரல வரல வா பைரவா  வசூல் மன்னன்  யாரு கிட்ட சேட்ட இது தளபதி கோட்ட,Positive
semma chance illa thalaiva super trailer,Positive
கவுண்டர் நாயக்கர் இனம்சார்பாக படம் வெற்றியடை யவாழ்த்துகள்,Positive
Waiting for kaappaan september 20 kaga waiting,Positive
"Vetrimaran unakku ratham, kolai, aruval ithu illamma padam edukka theriyatha ???",Mixed_feelings
அண்ணல் அம்பேத்கார்  கர்மவீரர் காமராஜர்  வேலு நாச்சியார்  தனி... சிறப்பு..,Positive
Dislike pottavangalam sathiyama sollunga trailer nalla illa? Unga nengila Kai vachi sollunga trailer nalla illa?,Mixed_feelings
#goosebumping.......intha varusam diwali marana mass than....,Positive
படம் வெற்றியடைய பார்க்கவ குலம் சார்பாக வாழ்த்துகள்,Positive
Thalaivarrrrr vera level......love u soooo muchu rajini sir....,Positive
Jaathiyavathu ______ vathu ......jollya iruppom ji.....vela senjathanda soru,Positive
onnum yethana million povunu sollanum,Positive
trailer ah rmba enjoy panni pathavaga oru like pannuga,unknown_state
Lite ah irumugan mathiri irukkara mathiri feeling...but superb trailer,Positive
அண்ணா உங்க நேர்மைக்கு நான் நன்றி மட்டும் அல்லாது தலை வணங்குகிறேன்......  வெற்றி பெற வாழ்த்துக்கள்,Positive
1:06 K.S ravi kumar 🤣🤣🤣 vera level getup,Positive
Dai ithu short film oda copythana antha kundan semaya nadijurupanda,unknown_state
Thala semma mass.... thala resikan from kerala,Positive
Ennaya Pull arikuthu trailer Pathaaa !!!!,Positive
Intha commend section la vara comments la ketkum bothu .....sirippa irukku.....  2020 la community ya perukku munnadi vachi perumai padura .....jaadhi veri konda naaikal......fuck off da.....,Negative
Thala  sema....  Trailer ethana thadava pathalum semaya iruku... OMG...padam epo varapoguthu... eager ha wait pandra....,Positive
தமிழ்நாடு கொங்கு இளைஞர் பேரவை சார்பாக வாழ்த்துக்கள்,Positive
Marana mass nadipin nayagan enga Anna,Positive
Ithu thaan da Rajini padam .Pa.Ranjith unaku paadam.,Positive
I am waiting NGK. Kappan. Move,Positive
நல்லா சொன்ன பெரம்பலூர் பக்கம் பாடம் ஏதும் ஓட்ட வந்துடாத சும்மா இருக்க நாங்க ஒன்னும் படுச்சவன் இல்ல பாத்துக்கோ உங்க படம் டைலாக் தா முட்டாள் செய்யும் செயல் செம்மையா இருக்கும்,Positive
Flop ah pogavendiya trailer just a second Thalaivar pathi pesiyadhal vera level HIT pa pazhikavum Thalaivar pizhaikavum superstar thuuuuuu......indha pozhapuku director and actor avanga thooku maati saavalam,Negative
HOP | MANNA SINGH | OFFICIAL SONG |,Positive
"Ippa than konjam jaathi veri illama konjam ellarum natpa palagi varanga,  athukulla jaathi veriya thundra mathiri oru padam..",Negative
Stylish King ... Nadippin Nayagan SURIYA .,Positive
Idhu Enna God father Mari iruku,Mixed_feelings
வடக்கே வன்னியர்கள் சார்பாகவும் தெற்கே தேவர்கள் சார்பாகவும் எங்கள் வாழ்த்துகள் அண்ணா படம் வெற்றி பெற,Positive
0:03 hero movie villan voice,unknown_state
Thalaivar Rajini kanth fans hit a like here,unknown_state
Wowwwwwww   7.3M views  405K likes,unknown_state
Yetho inimeyavathu nalla stories a choose panna sari,Negative
என்னடா ஜெயம் ரவி மாரி வருவனு பாத்தா நிழல்கள் ரவி மாதிரி வந்திருக்க,Mixed_feelings
Sema movie.. yethana murai vendumanaalum pakalam.,Positive
Eyarkayaga ooruvana nadhiya thanakku mattum sondham yendra urimaiya yarunga koodutha ultimate Anna,Positive
Thala  kola mass,Positive
Eppadiyum 500 thadavaikku mela paththiruppan. Ippavum paththidduthan irukkan.,Positive
2.0 Vera level   Padam 100 naal  conform,Positive
padam eppa pa waitingu serving soon ?,Mixed_feelings
Trailer sathiyama vera level i like it,Positive
Yuvan bgm sema thala super look,Positive
462k likes nearing to 500k likes,unknown_state
0:57 Anni ithu chair ila sofa,unknown_state
Viswasam trailer alavuku la illa pa,Positive
K S ravi kumar Sir vera level performance panniruparu pola semmaya irukum padam,Positive
Vera level  kola mass selvaragavan is back,Positive
Ajith  Thalaiyin NKP vasul 1000c tamlan sarithiram,Positive
Nirav shah ....  Love u ma dear.....,Positive
தளபதி விஜய் ரசிகர்கள் சார்பாக வாழ்த்துகள்  மிக அருமையான படமாக அமையும் ... மருது படம் போல்,Positive
yaaru pakkanum nu theri  yunuma,Mixed_feelings
VERITHANAM  Dhanush Fan From Sri Lanka,Positive
just 5k likes to reach 500k likes,Positive
Bgm is not powerful like vada chennai,Negative
sathyama soldren adichii underware oda oda vittruven mannam pona tirumbi varadhu pongal paraak nanga than rajini than geathu,Negative
Thalaivar'ku vayasaiduchinu yaru sonnathu trailer paru summa thala suththuthula,Negative
Pls kedukadhiga cartoon madhiri nala theridhu,Negative
2k likes for 700k  Share max,Positive
ponnunga currecta irukanum sinna vayasula irunthu family la solli kudukanum ipala 12th mudichathume kalyanam panidanum,Negative
ngk and kappan marana waiting in sri lanka,unknown_state
Movie la ajithku theeni irukathu pola,Positive
marana massss thalapathy theriiiiiiiiiiiiiiiiiii sama masss engal anna vijay super star... by. un anbu thambi sheik......,Positive
mugamoodi part 2 wanted likes here,Positive
"படம் வெற்றியடைய வாழ்த்துகள்...  திரையில் காண ஆவலாக காத்திருக்கிறேன்...  இயக்குனர் மற்றும் தயாரிப்பாளருக்கும் நன்றிகளும், வாழ்த்துக்களும்...",Positive
